record_id,year_be,month,amphoe,sector,scope,activity_data,activity_unit,emission_tCO2e
2507,2562,6,นิคมน้ำอูน,การปลูกข้าว (Rice),1,135.1,ไร่ (rai),157.88
2508,2562,3,พรรณานิคม,การปลูกข้าว (Rice),1,113.6,ไร่ (rai),128.54
2509,2563,1,พังโคน,ปศุสัตว์ (Livestock),1,151.5,unit,139.24
2510,2562,2,โพนนาแก้ว,ปศุสัตว์ (Livestock),1,104.3,unit,83.09
2511,2562,12,วานรนิวาส,การปลูกข้าว (Rice),1,70.7,ไร่ (rai),84.8
2512,2564,10,ค้อวัง,ปศุสัตว์ (Livestock),1,123.8,unit,111.91
2513,2564,10,ภูพาน,พลังงานธุรกิจ (Commercial),2,180.5,unit,101.26
2514,2564,11,บ้านม่วง,พลังงานที่พักอาศัย (Residential),2,213.4,1000 kWh,92.49
2515,2563,10,บ้านม่วง,พลังงานธุรกิจ (Commercial),2,101.7,unit,52.18
2516,2564,12,เมืองสกลนคร,พลังงานธุรกิจ (Commercial),2,211.3,unit,128.27
2517,2563,12,วานรนิวาส,ปศุสัตว์ (Livestock),1,110.5,unit,75.31
2518,2563,9,ภูพาน,ปศุสัตว์ (Livestock),1,147.3,unit,113.47
2519,2563,4,สว่างแดนดิน,ปศุสัตว์ (Livestock),1,108.7,unit,81.94
2520,2564,8,อากาศอำนวย,น้ำเสีย (Wastewater),1,36.1,unit,15.92
2521,2563,3,พังโคน,ปศุสัตว์ (Livestock),1,110.7,unit,94.17
2522,2564,4,พังโคน,การปลูกข้าว (Rice),1,64.7,ไร่ (rai),86.77
2523,2563,6,ส่องดาว,การขนส่งทางถนน (On-road),1,53.3,1000 L,157.0
2524,2562,12,นิคมน้ำอูน,การปลูกข้าว (Rice),1,43.6,ไร่ (rai),46.89
2525,2564,10,คำตากล้า,การปลูกข้าว (Rice),1,110.6,ไร่ (rai),147.98
2526,2564,3,กุสุมาลย์,การปลูกข้าว (Rice),1,34.6,ไร่ (rai),40.29
2527,2563,2,ภูพาน,การขนส่งทางถนน (On-road),1,18.2,1000 L,54.94
2528,2562,9,บ้านม่วง,ดินที่จัดการ (Managed soil),1,310.0,unit,170.33
2529,2563,2,วานรนิวาส,การปลูกข้าว (Rice),1,19.6,ไร่ (rai),21.16
2530,2564,5,พรรณานิคม,การขนส่งทางถนน (On-road),1,44.4,1000 L,136.18
2531,2562,5,บ้านม่วง,การปลูกข้าว (Rice),1,131.1,ไร่ (rai),159.28
2532,2562,1,คำตากล้า,การปลูกข้าว (Rice),1,79.8,ไร่ (rai),81.79
2533,2564,11,วาริชภูมิ,การปลูกข้าว (Rice),1,85.9,ไร่ (rai),92.34
2534,2563,5,ส่องดาว,การขนส่งทางถนน (On-road),1,55.6,1000 L,133.15
2535,2562,10,เต่างอย,พลังงานที่พักอาศัย (Residential),2,219.4,1000 kWh,101.86
2536,2564,5,พังโคน,การปลูกข้าว (Rice),1,56.8,ไร่ (rai),70.63
2537,2564,1,อากาศอำนวย,การปลูกข้าว (Rice),1,33.6,ไร่ (rai),42.02
2538,2562,6,พรรณานิคม,การปลูกข้าว (Rice),1,69.3,ไร่ (rai),81.33
2539,2564,3,เมืองสกลนคร,การปลูกข้าว (Rice),1,83.4,ไร่ (rai),85.36
2540,2563,1,เมืองสกลนคร,การปลูกข้าว (Rice),1,106.6,ไร่ (rai),131.84
2541,2564,1,พรรณานิคม,การขนส่งทางถนน (On-road),1,20.7,1000 L,47.6
2542,2564,3,เมืองสกลนคร,การปลูกข้าว (Rice),1,93.5,ไร่ (rai),127.11
2543,2564,3,พรรณานิคม,การปลูกข้าว (Rice),1,72.0,ไร่ (rai),90.35
2544,2564,2,บ้านม่วง,ดินที่จัดการ (Managed soil),1,181.8,unit,102.81
2545,2562,2,เจริญศิลป์,น้ำเสีย (Wastewater),1,311.6,unit,171.23
2546,2563,11,อากาศอำนวย,การปลูกข้าว (Rice),1,89.4,ไร่ (rai),122.57
2547,2562,6,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,60.2,ไร่ (rai),79.95
2548,2562,1,สว่างแดนดิน,การขนส่งทางถนน (On-road),1,37.0,1000 L,108.16
2549,2564,7,ภูพาน,การขนส่งทางถนน (On-road),1,59.1,1000 L,166.67
2550,2564,3,สว่างแดนดิน,การปลูกข้าว (Rice),1,101.4,ไร่ (rai),116.37
2551,2563,2,ค้อวัง,การขนส่งทางถนน (On-road),1,46.6,1000 L,110.21
2552,2562,11,โพนนาแก้ว,ปศุสัตว์ (Livestock),1,114.4,unit,100.8
2553,2564,8,นิคมน้ำอูน,การปลูกข้าว (Rice),1,83.2,ไร่ (rai),110.26
2554,2564,3,เมืองสกลนคร,การปลูกข้าว (Rice),1,125.8,ไร่ (rai),147.24
2555,2563,11,พรรณานิคม,พลังงานธุรกิจ (Commercial),2,137.2,unit,92.95
2556,2564,3,โพนนาแก้ว,ดินที่จัดการ (Managed soil),1,152.5,unit,69.13
2557,2564,11,ส่องดาว,การขนส่งทางถนน (On-road),1,40.7,1000 L,115.36
2558,2563,4,นิคมน้ำอูน,การปลูกข้าว (Rice),1,108.8,ไร่ (rai),146.59
2559,2563,6,เมืองสกลนคร,การปลูกข้าว (Rice),1,120.1,ไร่ (rai),148.89
2560,2564,8,สว่างแดนดิน,การปลูกข้าว (Rice),1,41.7,ไร่ (rai),50.99
2561,2563,8,นิคมน้ำอูน,การปลูกข้าว (Rice),1,130.3,ไร่ (rai),134.25
2562,2562,7,ภูพาน,ฝังกลบขยะ (Landfill),1,188.1,unit,152.59
2563,2563,5,วาริชภูมิ,พลังงานที่พักอาศัย (Residential),2,139.7,1000 kWh,75.18
2564,2564,8,วาริชภูมิ,การปลูกข้าว (Rice),1,53.9,ไร่ (rai),59.53
2565,2563,3,เมืองสกลนคร,พลังงานที่พักอาศัย (Residential),2,198.0,1000 kWh,97.37
2566,2563,8,คำตากล้า,การปลูกข้าว (Rice),1,123.7,ไร่ (rai),154.39
2567,2564,7,อากาศอำนวย,พลังงานธุรกิจ (Commercial),2,172.1,unit,113.01
2568,2562,6,วานรนิวาส,ฝังกลบขยะ (Landfill),1,76.4,unit,68.13
2569,2564,1,เต่างอย,การปลูกข้าว (Rice),1,113.0,ไร่ (rai),117.1
2570,2562,8,บ้านม่วง,การปลูกข้าว (Rice),1,115.0,ไร่ (rai),138.11
2571,2563,6,อากาศอำนวย,ดินที่จัดการ (Managed soil),1,182.4,unit,96.42
2572,2563,7,กุสุมาลย์,การขนส่งทางถนน (On-road),1,49.6,1000 L,138.81
2573,2562,4,สว่างแดนดิน,ปศุสัตว์ (Livestock),1,150.8,unit,122.94
2574,2562,10,นิคมน้ำอูน,การปลูกข้าว (Rice),1,88.2,ไร่ (rai),91.18
2575,2562,6,เมืองสกลนคร,การขนส่งทางถนน (On-road),1,41.2,1000 L,123.66
2576,2563,10,คำตากล้า,การปลูกข้าว (Rice),1,125.9,ไร่ (rai),169.21
2577,2564,7,เมืองสกลนคร,พลังงานที่พักอาศัย (Residential),2,182.6,1000 kWh,100.49
2578,2563,2,บ้านม่วง,การขนส่งทางถนน (On-road),1,57.5,1000 L,154.67
2579,2562,11,วาริชภูมิ,การปลูกข้าว (Rice),1,113.4,ไร่ (rai),130.31
2580,2564,4,บ้านม่วง,การปลูกข้าว (Rice),1,90.1,ไร่ (rai),119.09
2581,2564,2,สว่างแดนดิน,การขนส่งทางถนน (On-road),1,31.3,1000 L,76.55
2582,2562,4,กุสุมาลย์,การปลูกข้าว (Rice),1,59.8,ไร่ (rai),72.7
2583,2564,3,เมืองสกลนคร,ฝังกลบขยะ (Landfill),1,149.0,unit,115.05
2584,2563,12,นิคมน้ำอูน,ปศุสัตว์ (Livestock),1,181.2,unit,132.74
2585,2564,10,วานรนิวาส,การปลูกข้าว (Rice),1,124.5,ไร่ (rai),170.94
2586,2564,6,ส่องดาว,น้ำเสีย (Wastewater),1,217.0,unit,103.52
2587,2563,5,กุสุมาลย์,การขนส่งทางถนน (On-road),1,24.7,1000 L,73.03
2588,2562,8,พรรณานิคม,การขนส่งทางถนน (On-road),1,47.7,1000 L,137.32
2589,2562,11,โพนนาแก้ว,การขนส่งทางถนน (On-road),1,46.5,1000 L,124.7
2590,2564,5,เต่างอย,การขนส่งทางถนน (On-road),1,49.9,1000 L,133.94
2591,2562,4,คำตากล้า,การขนส่งทางถนน (On-road),1,40.6,1000 L,111.98
2592,2562,2,กุสุมาลย์,การปลูกข้าว (Rice),1,121.3,ไร่ (rai),134.15
2593,2564,9,กุสุมาลย์,การปลูกข้าว (Rice),1,18.5,ไร่ (rai),19.72
2594,2562,11,ส่องดาว,การปลูกข้าว (Rice),1,64.6,ไร่ (rai),66.75
2595,2562,3,กุสุมาลย์,การปลูกข้าว (Rice),1,114.5,ไร่ (rai),125.12
2596,2564,2,พังโคน,การขนส่งทางถนน (On-road),1,41.1,1000 L,127.55
2597,2563,9,โพนนาแก้ว,ดินที่จัดการ (Managed soil),1,272.2,unit,128.16
2598,2564,5,พรรณานิคม,การขนส่งทางถนน (On-road),1,43.8,1000 L,130.99
2599,2562,3,ส่องดาว,การปลูกข้าว (Rice),1,33.1,ไร่ (rai),37.29
2600,2562,6,วาริชภูมิ,ปศุสัตว์ (Livestock),1,7.2,unit,6.28
2601,2562,2,พังโคน,การขนส่งทางถนน (On-road),1,14.0,1000 L,37.29
2602,2562,10,พังโคน,การปลูกข้าว (Rice),1,5.0,ไร่ (rai),5.79
2603,2563,3,โพนนาแก้ว,การขนส่งทางถนน (On-road),1,50.2,1000 L,146.15
2604,2563,1,อากาศอำนวย,การปลูกข้าว (Rice),1,102.9,ไร่ (rai),110.33
2605,2564,1,กุสุมาลย์,ดินที่จัดการ (Managed soil),1,38.0,unit,21.56
2606,2564,9,พรรณานิคม,การขนส่งทางถนน (On-road),1,64.2,1000 L,191.33
2607,2562,1,บ้านม่วง,ปศุสัตว์ (Livestock),1,114.4,unit,84.11
2608,2563,8,เจริญศิลป์,การขนส่งทางถนน (On-road),1,55.8,1000 L,165.18
2609,2563,4,พรรณานิคม,การปลูกข้าว (Rice),1,132.7,ไร่ (rai),142.39
2610,2564,7,เจริญศิลป์,การปลูกข้าว (Rice),1,11.2,ไร่ (rai),14.4
2611,2563,9,อากาศอำนวย,การปลูกข้าว (Rice),1,70.3,ไร่ (rai),95.62
2612,2564,2,ค้อวัง,พลังงานที่พักอาศัย (Residential),2,138.6,1000 kWh,74.65
2613,2563,1,ค้อวัง,การปลูกข้าว (Rice),1,25.3,ไร่ (rai),28.91
2614,2564,7,พรรณานิคม,การขนส่งทางถนน (On-road),1,41.9,1000 L,102.43
2615,2564,4,พังโคน,การปลูกข้าว (Rice),1,96.8,ไร่ (rai),111.04
2616,2563,6,คำตากล้า,การปลูกข้าว (Rice),1,77.6,ไร่ (rai),81.14
2617,2564,5,อากาศอำนวย,การปลูกข้าว (Rice),1,101.7,ไร่ (rai),129.51
2618,2562,2,ส่องดาว,การปลูกข้าว (Rice),1,157.6,ไร่ (rai),196.54
2619,2562,5,วานรนิวาส,การปลูกข้าว (Rice),1,50.9,ไร่ (rai),59.97
2620,2564,5,เต่างอย,การปลูกข้าว (Rice),1,95.8,ไร่ (rai),104.81
2621,2562,4,พังโคน,ดินที่จัดการ (Managed soil),1,207.0,unit,117.37
2622,2562,4,พังโคน,ฝังกลบขยะ (Landfill),1,184.8,unit,145.37
2623,2563,9,เต่างอย,พลังงานธุรกิจ (Commercial),2,356.6,unit,189.93
2624,2562,5,สว่างแดนดิน,การปลูกข้าว (Rice),1,56.5,ไร่ (rai),61.37
2625,2563,9,เจริญศิลป์,การขนส่งทางถนน (On-road),1,34.4,1000 L,89.74
2626,2562,8,พรรณานิคม,ปศุสัตว์ (Livestock),1,134.6,unit,118.81
2627,2564,5,วาริชภูมิ,ปศุสัตว์ (Livestock),1,171.9,unit,119.1
2628,2563,5,เต่างอย,การปลูกข้าว (Rice),1,86.4,ไร่ (rai),112.47
2629,2562,8,พังโคน,การขนส่งทางถนน (On-road),1,38.3,1000 L,98.95
2630,2563,9,คำตากล้า,พลังงานธุรกิจ (Commercial),2,173.5,unit,116.99
2631,2564,2,ภูพาน,การปลูกข้าว (Rice),1,97.6,ไร่ (rai),134.59
2632,2564,8,กุสุมาลย์,การขนส่งทางถนน (On-road),1,41.1,1000 L,126.27
2633,2564,10,เต่างอย,การปลูกข้าว (Rice),1,108.4,ไร่ (rai),146.13
2634,2562,9,เต่างอย,การปลูกข้าว (Rice),1,110.9,ไร่ (rai),132.21
2635,2562,1,นิคมน้ำอูน,ปศุสัตว์ (Livestock),1,201.6,unit,161.13
2636,2563,11,บ้านม่วง,การปลูกข้าว (Rice),1,40.3,ไร่ (rai),45.65
2637,2564,9,ค้อวัง,พลังงานที่พักอาศัย (Residential),2,299.5,1000 kWh,138.4
2638,2564,12,วานรนิวาส,ปศุสัตว์ (Livestock),1,42.1,unit,29.66
2639,2563,5,อากาศอำนวย,การขนส่งทางถนน (On-road),1,39.0,1000 L,97.11
2640,2562,4,พรรณานิคม,การปลูกข้าว (Rice),1,127.9,ไร่ (rai),151.01
2641,2564,4,อากาศอำนวย,การปลูกข้าว (Rice),1,38.6,ไร่ (rai),45.93
2642,2562,1,เมืองสกลนคร,น้ำเสีย (Wastewater),1,150.8,unit,77.01
2643,2563,10,เมืองสกลนคร,การปลูกข้าว (Rice),1,67.1,ไร่ (rai),72.44
2644,2562,7,เจริญศิลป์,การปลูกข้าว (Rice),1,88.2,ไร่ (rai),117.39
2645,2562,4,คำตากล้า,การปลูกข้าว (Rice),1,88.0,ไร่ (rai),119.88
2646,2563,11,นิคมน้ำอูน,ปศุสัตว์ (Livestock),1,107.8,unit,95.2
2647,2563,6,พังโคน,การปลูกข้าว (Rice),1,107.1,ไร่ (rai),118.23
2648,2563,2,โพนนาแก้ว,การปลูกข้าว (Rice),1,117.3,ไร่ (rai),126.01
2649,2563,10,อากาศอำนวย,การปลูกข้าว (Rice),1,52.7,ไร่ (rai),59.55
2650,2563,4,สว่างแดนดิน,การขนส่งทางถนน (On-road),1,52.5,1000 L,146.02
2651,2564,6,นิคมน้ำอูน,การปลูกข้าว (Rice),1,114.3,ไร่ (rai),147.77
2652,2564,7,วาริชภูมิ,การปลูกข้าว (Rice),1,82.2,ไร่ (rai),92.07
2653,2564,11,พังโคน,การปลูกข้าว (Rice),1,133.2,ไร่ (rai),176.64
2654,2563,8,ค้อวัง,การปลูกข้าว (Rice),1,106.1,ไร่ (rai),118.64
2655,2564,4,เจริญศิลป์,การปลูกข้าว (Rice),1,115.5,ไร่ (rai),148.28
2656,2563,1,โคกศรีสุพรรณ,การขนส่งทางถนน (On-road),1,48.8,1000 L,114.38
2657,2564,5,สว่างแดนดิน,การปลูกข้าว (Rice),1,68.8,ไร่ (rai),78.81
2658,2562,9,พังโคน,พลังงานธุรกิจ (Commercial),2,171.6,unit,101.05
2659,2563,2,นิคมน้ำอูน,การขนส่งทางถนน (On-road),1,36.2,1000 L,112.16
2660,2564,11,คำตากล้า,การขนส่งทางถนน (On-road),1,36.7,1000 L,96.11
2661,2562,8,ส่องดาว,การปลูกข้าว (Rice),1,122.6,ไร่ (rai),148.14
2662,2562,2,พังโคน,พลังงานที่พักอาศัย (Residential),2,264.9,1000 kWh,143.86
2663,2564,11,พรรณานิคม,ดินที่จัดการ (Managed soil),1,189.9,unit,106.62
2664,2564,11,พังโคน,การปลูกข้าว (Rice),1,103.5,ไร่ (rai),121.12
2665,2564,1,พรรณานิคม,การขนส่งทางถนน (On-road),1,49.8,1000 L,130.66
2666,2563,3,พังโคน,ปศุสัตว์ (Livestock),1,186.0,unit,164.74
2667,2564,1,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,117.3,ไร่ (rai),146.93
2668,2563,3,ส่องดาว,พลังงานที่พักอาศัย (Residential),2,189.2,1000 kWh,84.38
2669,2563,1,กุสุมาลย์,พลังงานธุรกิจ (Commercial),2,237.2,unit,129.62
2670,2564,2,วาริชภูมิ,การปลูกข้าว (Rice),1,46.5,ไร่ (rai),55.51
2671,2562,10,พรรณานิคม,น้ำเสีย (Wastewater),1,208.0,unit,115.7
2672,2563,4,นิคมน้ำอูน,การปลูกข้าว (Rice),1,107.3,ไร่ (rai),143.22
2673,2563,4,เต่างอย,การปลูกข้าว (Rice),1,135.6,ไร่ (rai),143.41
2674,2564,1,เจริญศิลป์,การปลูกข้าว (Rice),1,128.5,ไร่ (rai),156.34
2675,2562,1,นิคมน้ำอูน,การปลูกข้าว (Rice),1,59.1,ไร่ (rai),72.48
2676,2564,8,ส่องดาว,การขนส่งทางถนน (On-road),1,56.3,1000 L,146.31
2677,2564,7,คำตากล้า,การปลูกข้าว (Rice),1,75.5,ไร่ (rai),95.02
2678,2563,3,เจริญศิลป์,การปลูกข้าว (Rice),1,121.5,ไร่ (rai),157.33
2679,2564,6,ภูพาน,การปลูกข้าว (Rice),1,89.2,ไร่ (rai),114.22
2680,2563,2,เต่างอย,การขนส่งทางถนน (On-road),1,44.3,1000 L,109.38
2681,2563,4,โพนนาแก้ว,การปลูกข้าว (Rice),1,84.0,ไร่ (rai),91.48
2682,2562,1,เจริญศิลป์,การปลูกข้าว (Rice),1,173.4,ไร่ (rai),193.94
2683,2563,6,บ้านม่วง,การปลูกข้าว (Rice),1,106.4,ไร่ (rai),139.41
2684,2562,2,ค้อวัง,พลังงานที่พักอาศัย (Residential),2,184.1,1000 kWh,83.88
2685,2563,6,อากาศอำนวย,ปศุสัตว์ (Livestock),1,168.3,unit,132.34
2686,2562,2,เต่างอย,การปลูกข้าว (Rice),1,111.3,ไร่ (rai),146.22
2687,2562,11,ค้อวัง,ปศุสัตว์ (Livestock),1,123.0,unit,85.96
2688,2563,11,ส่องดาว,ปศุสัตว์ (Livestock),1,124.8,unit,109.6
2689,2562,1,ส่องดาว,ดินที่จัดการ (Managed soil),1,36.6,unit,16.38
2690,2562,5,เมืองสกลนคร,การขนส่งทางถนน (On-road),1,48.6,1000 L,147.68
2691,2562,12,ภูพาน,ปศุสัตว์ (Livestock),1,36.0,unit,30.68
2692,2564,8,วานรนิวาส,การขนส่งทางถนน (On-road),1,46.4,1000 L,140.49
2693,2562,3,เจริญศิลป์,ฝังกลบขยะ (Landfill),1,50.8,unit,40.34
2694,2564,2,นิคมน้ำอูน,การปลูกข้าว (Rice),1,40.6,ไร่ (rai),54.5
2695,2564,12,ภูพาน,การปลูกข้าว (Rice),1,84.3,ไร่ (rai),114.11
2696,2564,7,กุสุมาลย์,การปลูกข้าว (Rice),1,91.2,ไร่ (rai),123.78
2697,2563,7,วาริชภูมิ,การขนส่งทางถนน (On-road),1,47.6,1000 L,119.33
2698,2562,7,วานรนิวาส,การขนส่งทางถนน (On-road),1,50.5,1000 L,140.5
2699,2562,9,พังโคน,การปลูกข้าว (Rice),1,103.2,ไร่ (rai),142.03
2700,2562,2,นิคมน้ำอูน,การปลูกข้าว (Rice),1,85.5,ไร่ (rai),106.52
2701,2563,9,ส่องดาว,การปลูกข้าว (Rice),1,54.8,ไร่ (rai),69.33
2702,2564,6,เต่างอย,การปลูกข้าว (Rice),1,99.4,ไร่ (rai),117.86
2703,2564,6,บ้านม่วง,การปลูกข้าว (Rice),1,77.4,ไร่ (rai),97.54
2704,2564,10,พรรณานิคม,การปลูกข้าว (Rice),1,96.7,ไร่ (rai),113.43
2705,2564,9,อากาศอำนวย,การขนส่งทางถนน (On-road),1,41.1,1000 L,120.23
2706,2562,2,เมืองสกลนคร,ดินที่จัดการ (Managed soil),1,345.2,unit,169.78
2707,2563,9,เต่างอย,ปศุสัตว์ (Livestock),1,102.3,unit,87.21
2708,2562,10,ส่องดาว,การขนส่งทางถนน (On-road),1,34.8,1000 L,95.79
2709,2564,7,เมืองสกลนคร,ปศุสัตว์ (Livestock),1,122.7,unit,87.9
2710,2562,4,คำตากล้า,การขนส่งทางถนน (On-road),1,31.2,1000 L,77.08
2711,2563,3,โพนนาแก้ว,น้ำเสีย (Wastewater),1,240.9,unit,125.67
2712,2564,11,เต่างอย,ปศุสัตว์ (Livestock),1,132.7,unit,91.21
2713,2564,7,พรรณานิคม,การขนส่งทางถนน (On-road),1,31.3,1000 L,95.89
2714,2564,9,กุสุมาลย์,การปลูกข้าว (Rice),1,85.4,ไร่ (rai),93.28
2715,2563,12,โพนนาแก้ว,การขนส่งทางถนน (On-road),1,57.3,1000 L,161.54
2716,2563,1,วาริชภูมิ,การปลูกข้าว (Rice),1,133.8,ไร่ (rai),177.05
2717,2563,2,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,132.9,ไร่ (rai),161.59
2718,2563,11,ค้อวัง,การปลูกข้าว (Rice),1,78.4,ไร่ (rai),104.18
2719,2564,11,ภูพาน,การขนส่งทางถนน (On-road),1,31.9,1000 L,87.59
2720,2563,7,โพนนาแก้ว,การปลูกข้าว (Rice),1,100.5,ไร่ (rai),110.11
2721,2564,9,วาริชภูมิ,การขนส่งทางถนน (On-road),1,12.7,1000 L,39.26
2722,2564,3,นิคมน้ำอูน,การปลูกข้าว (Rice),1,41.2,ไร่ (rai),44.47
2723,2562,8,ภูพาน,การปลูกข้าว (Rice),1,92.2,ไร่ (rai),99.47
2724,2562,6,คำตากล้า,การปลูกข้าว (Rice),1,86.2,ไร่ (rai),109.21
2725,2564,8,บ้านม่วง,การปลูกข้าว (Rice),1,84.3,ไร่ (rai),93.85
2726,2564,8,ภูพาน,การปลูกข้าว (Rice),1,51.6,ไร่ (rai),70.04
2727,2564,10,บ้านม่วง,ปศุสัตว์ (Livestock),1,242.0,unit,183.48
2728,2563,5,เต่างอย,การปลูกข้าว (Rice),1,96.0,ไร่ (rai),118.35
2729,2564,8,โพนนาแก้ว,ฝังกลบขยะ (Landfill),1,133.1,unit,102.81
2730,2564,4,โพนนาแก้ว,การปลูกข้าว (Rice),1,145.0,ไร่ (rai),157.29
2731,2563,1,เต่างอย,การขนส่งทางถนน (On-road),1,53.7,1000 L,149.76
2732,2562,2,เจริญศิลป์,การปลูกข้าว (Rice),1,95.2,ไร่ (rai),110.57
2733,2564,2,เมืองสกลนคร,การปลูกข้าว (Rice),1,127.0,ไร่ (rai),144.86
2734,2564,1,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,95.1,ไร่ (rai),124.83
2735,2562,1,คำตากล้า,ปศุสัตว์ (Livestock),1,110.5,unit,86.65
2736,2563,7,พรรณานิคม,น้ำเสีย (Wastewater),1,287.4,unit,147.49
2737,2564,3,วาริชภูมิ,การปลูกข้าว (Rice),1,67.4,ไร่ (rai),79.94
2738,2562,8,คำตากล้า,ปศุสัตว์ (Livestock),1,153.0,unit,128.52
2739,2564,7,เต่างอย,การปลูกข้าว (Rice),1,116.3,ไร่ (rai),144.91
2740,2564,2,เมืองสกลนคร,การปลูกข้าว (Rice),1,94.8,ไร่ (rai),107.31
2741,2563,3,ภูพาน,การปลูกข้าว (Rice),1,79.9,ไร่ (rai),106.62
2742,2564,2,เต่างอย,การปลูกข้าว (Rice),1,82.8,ไร่ (rai),87.44
2743,2564,10,ค้อวัง,การปลูกข้าว (Rice),1,40.6,ไร่ (rai),50.06
2744,2564,5,ภูพาน,การขนส่งทางถนน (On-road),1,39.7,1000 L,109.0
2745,2564,11,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,121.1,ไร่ (rai),162.14
2746,2562,4,คำตากล้า,การขนส่งทางถนน (On-road),1,51.2,1000 L,148.33
2747,2564,5,คำตากล้า,ปศุสัตว์ (Livestock),1,63.1,unit,43.8
2748,2563,7,เมืองสกลนคร,น้ำเสีย (Wastewater),1,194.0,unit,92.42
2749,2563,1,เมืองสกลนคร,ปศุสัตว์ (Livestock),1,128.5,unit,94.66
2750,2562,6,เจริญศิลป์,การปลูกข้าว (Rice),1,36.9,ไร่ (rai),44.81
2751,2563,10,เมืองสกลนคร,การขนส่งทางถนน (On-road),1,33.4,1000 L,97.4
2752,2562,10,กุสุมาลย์,การปลูกข้าว (Rice),1,91.3,ไร่ (rai),99.18
2753,2563,8,พรรณานิคม,การปลูกข้าว (Rice),1,86.9,ไร่ (rai),97.57
2754,2562,5,ภูพาน,การปลูกข้าว (Rice),1,74.2,ไร่ (rai),98.46
2755,2562,4,นิคมน้ำอูน,การปลูกข้าว (Rice),1,78.7,ไร่ (rai),93.69
2756,2563,11,โคกศรีสุพรรณ,ปศุสัตว์ (Livestock),1,56.4,unit,43.19
2757,2563,9,อากาศอำนวย,พลังงานที่พักอาศัย (Residential),2,182.4,1000 kWh,80.23
2758,2562,1,เต่างอย,การขนส่งทางถนน (On-road),1,39.9,1000 L,104.25
2759,2564,11,พังโคน,การปลูกข้าว (Rice),1,91.5,ไร่ (rai),98.96
2760,2562,10,สว่างแดนดิน,การปลูกข้าว (Rice),1,121.5,ไร่ (rai),130.74
2761,2563,12,วาริชภูมิ,การปลูกข้าว (Rice),1,21.9,ไร่ (rai),26.85
2762,2564,11,กุสุมาลย์,การปลูกข้าว (Rice),1,131.6,ไร่ (rai),145.88
2763,2562,4,บ้านม่วง,การปลูกข้าว (Rice),1,66.9,ไร่ (rai),70.12
2764,2564,8,ค้อวัง,การปลูกข้าว (Rice),1,96.3,ไร่ (rai),99.38
2765,2564,1,คำตากล้า,การปลูกข้าว (Rice),1,77.8,ไร่ (rai),84.37
2766,2563,11,กุสุมาลย์,การปลูกข้าว (Rice),1,122.9,ไร่ (rai),152.82
2767,2564,10,กุสุมาลย์,การปลูกข้าว (Rice),1,30.0,ไร่ (rai),31.09
2768,2563,11,วาริชภูมิ,การขนส่งทางถนน (On-road),1,30.7,1000 L,95.31
2769,2562,8,สว่างแดนดิน,การขนส่งทางถนน (On-road),1,35.7,1000 L,97.69
2770,2562,3,เจริญศิลป์,การปลูกข้าว (Rice),1,103.2,ไร่ (rai),115.05
2771,2563,9,สว่างแดนดิน,การปลูกข้าว (Rice),1,54.4,ไร่ (rai),73.55
2772,2564,2,คำตากล้า,การปลูกข้าว (Rice),1,85.6,ไร่ (rai),89.67
2773,2562,12,บ้านม่วง,ดินที่จัดการ (Managed soil),1,204.0,unit,90.22
2774,2564,4,อากาศอำนวย,การปลูกข้าว (Rice),1,138.2,ไร่ (rai),181.68
2775,2563,2,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,59.8,ไร่ (rai),67.07
2776,2564,1,โพนนาแก้ว,การปลูกข้าว (Rice),1,67.9,ไร่ (rai),78.73
2777,2562,1,โพนนาแก้ว,การปลูกข้าว (Rice),1,68.3,ไร่ (rai),90.89
2778,2563,2,เมืองสกลนคร,การขนส่งทางถนน (On-road),1,23.2,1000 L,57.18
2779,2562,10,ค้อวัง,การปลูกข้าว (Rice),1,141.0,ไร่ (rai),184.4
2780,2562,3,ส่องดาว,ดินที่จัดการ (Managed soil),1,296.9,unit,130.93
2781,2564,2,พรรณานิคม,ปศุสัตว์ (Livestock),1,19.5,unit,14.79
2782,2564,3,พรรณานิคม,การปลูกข้าว (Rice),1,60.7,ไร่ (rai),74.54
2783,2564,3,พังโคน,การปลูกข้าว (Rice),1,60.0,ไร่ (rai),67.27
2784,2562,10,กุสุมาลย์,ปศุสัตว์ (Livestock),1,96.1,unit,77.13
2785,2563,2,อากาศอำนวย,น้ำเสีย (Wastewater),1,208.0,unit,114.33
2786,2562,5,เจริญศิลป์,พลังงานที่พักอาศัย (Residential),2,185.4,1000 kWh,91.42
2787,2563,8,โพนนาแก้ว,การปลูกข้าว (Rice),1,92.0,ไร่ (rai),112.57
2788,2564,12,คำตากล้า,การปลูกข้าว (Rice),1,112.8,ไร่ (rai),118.6
2789,2563,10,วานรนิวาส,การขนส่งทางถนน (On-road),1,36.8,1000 L,88.67
2790,2563,7,พังโคน,การปลูกข้าว (Rice),1,79.2,ไร่ (rai),85.44
